event_time,event_type,product_id,category_id,category_code,brand,price,user_id,user_session
2019-10-22 09:12:00 UTC,view,1306661,2053013558920217191,computers.notebook,hp,309.99,512838002,ca57731d-d5cc-4f14-9421-165285de3862
2019-10-05 16:09:30 UTC,view,2701390,2053013563911439225,appliances.kitchen.refrigerators,lg,1299.88,526027947,164c5463-9b0b-432c-9a8b-9b97b3617983
2019-10-21 13:12:33 UTC,view,17302934,2053013553853497655,,,208.5,557468805,b5e3d729-dd56-4eac-a345-fd327bfe0d4d
2019-11-13 03:37:57 UTC,view,1004781,2053013555631882655,electronics.smartphone,huawei,264.85,522357034,343a86f0-40b0-4566-aa14-4243391f09c1
2019-10-29 03:32:50 UTC,view,28715856,2053013565639492569,apparel.shoes,respect,80.83,564576220,783bacdc-ba84-440b-bf1d-176865d1da19
2019-10-12 07:01:33 UTC,view,5701246,2053013553970938175,auto.accessories.player,,23.14,559390394,9037fd09-c3fa-4417-bf3e-d90526c6164c
2019-10-01 04:31:11 UTC,view,11400446,2053013558458843721,,xiaomi,14.16,537659124,e83c4284-5502-40ca-a4f3-2cc28812a735
2019-11-25 10:31:48 UTC,view,2601503,2053013563970159485,,,89.84,550050812,2758147d-a51b-4799-b32d-bdd70e859a94
2019-10-18 11:55:09 UTC,cart,6301923,2053013554834964853,appliances.kitchen.kettle,elenberg,12.84,515613442,0b1c885a-2fbd-4953-87e5-d52334147435
2019-11-03 09:22:24 UTC,view,2900536,2053013554776244595,appliances.kitchen.microwave,elenberg,50.91,529868815,115c355e-6bce-44e6-b227-189fb2621d7b
2019-11-10 08:38:29 UTC,view,1004833,2053013555631882655,electronics.smartphone,samsung,169.52,521842705,6fcdcfb2-5bab-4b4b-b3a0-d9704f5b58c0
2019-10-18 04:35:48 UTC,view,26203006,2053013563693335403,,,398.29,547410196,26b30951-1184-487b-b1d3-481bcfe7cbd4
2019-10-09 17:27:04 UTC,view,6301705,2053013554834964853,appliances.kitchen.kettle,scarlett,15.86,552476117,946ea038-d6bc-47ef-b046-c3aebc39fa32
2019-11-22 10:08:54 UTC,view,3700852,2053013565983425517,appliances.environment.vacuum,lg,100.36,518534734,b1aa7d91-c054-4533-b8c2-3e7b011c609b
2019-10-17 05:39:33 UTC,view,26300032,2053013563584283495,,lucente,122.27,517632892,8ccdd4ee-89ac-4717-aaec-cdc750423cf3
2019-11-30 11:15:41 UTC,view,13000091,2053013561159975647,,valve,126.1,568993421,ae2bc931-c942-4c5c-834a-d4383edcac85
2019-11-27 08:42:41 UTC,view,1005116,2053013555631882655,electronics.smartphone,apple,1002.86,572121366,4875fc44-85a9-4a47-8eb8-f79b99910a9a
2019-11-18 20:40:39 UTC,view,26300626,2053013563424899933,,,347.5,541592740,d4deee90-7231-4f1c-a68a-cb1b9947a12f
2019-10-10 13:33:01 UTC,cart,1802005,2053013554415534427,electronics.video.tv,lg,437.33,558506344,4270e370-54bc-430b-8e63-1aa6504ff727
2019-11-18 09:36:58 UTC,view,2602019,2053013563970159485,,bosch,408.76,557992477,0a0d43b4-ee0f-4f4f-ab5b-c93f4f4c4ab5
2019-11-19 11:28:50 UTC,view,1005115,2053013555631882655,electronics.smartphone,apple,913.28,571895902,dfccf863-6642-48d8-9e38-5b31ffcdcdc9
2019-11-17 09:59:03 UTC,view,1307352,2053013558920217191,computers.notebook,acer,436.79,572512782,3181ac8e-ed70-4815-ae55-ed3f9373a4ba
2019-11-21 16:08:11 UTC,view,3300315,2053013555355058573,,redmond,113.23,515500890,a61d9193-7171-48ca-a887-c0a615f6547a
2019-11-15 13:19:16 UTC,view,10800150,2053013554994348409,,saturn,12.36,522354833,9fbde2bc-d580-4bbc-9b4a-333a5076b7e3
2019-10-14 07:09:53 UTC,view,18000079,2053013558525952589,,samsung,5.12,533824687,e56538a2-fc17-47f6-a8c2-87f702af21a1
2019-11-13 05:37:55 UTC,view,17301093,2053013553853497655,,lanvin,70.78,570845099,4f4d3be5-0ef8-46f8-9ad9-6f2b1bdc0570
2019-10-11 17:50:15 UTC,view,16400012,2053013558249128509,,rondell,56.05,546081798,a68fd44f-809a-418b-bcf6-1ff15ecfa54c
2019-10-02 07:52:36 UTC,view,1500227,2053013552955916539,computers.peripherals.printer,epson,149.01,542822507,0d8dd3f6-b2fa-4738-b1a0-90fa06ecade6
2019-10-11 09:09:15 UTC,view,5100376,2053013553341792533,electronics.clocks,xiaomi,67.87,519332616,5740d63b-e17e-4a79-956f-649608feb359
2019-11-13 16:55:25 UTC,view,22700088,2053013556168753601,,aeroforce,70.49,547396219,58cbbe2f-9f5c-4721-a19a-4cb3b1ec5242
2019-10-09 10:32:31 UTC,view,48200037,2146660887002349890,apparel.dress,mltl,32.18,556895487,360cb8a2-dab1-4295-b898-f80c27787468
2019-10-28 13:34:10 UTC,view,3601048,2053013563810775923,appliances.kitchen.washer,bosch,514.56,515385725,3badbab4-218d-4615-928b-ccab88be985a
2019-10-24 15:05:12 UTC,view,3600661,2053013563810775923,appliances.kitchen.washer,samsung,295.76,563737844,dccf466e-775b-44f2-90b2-d1f5ff42f6a5
2019-11-11 07:08:49 UTC,view,18000596,2053013558525952589,,handwers,28.17,519868497,856cbee0-eb62-443b-a245-a5ca0dc531ba
2019-10-16 14:31:56 UTC,cart,8500088,2053013552259662037,,hubert,534.12,514667433,aadf9bdf-8c83-4690-9251-b808c57f3bba
2019-11-10 20:39:39 UTC,view,1004767,2053013555631882655,electronics.smartphone,samsung,243.51,538416982,5b95992c-a1fe-4774-ad26-6b18ecb7b06a
2019-10-12 16:48:38 UTC,view,31200733,2053013558098133555,,luminarc,13.62,549174203,fcf6bca5-2911-4264-bb0c-ce958f4a7f52
2019-11-30 18:06:51 UTC,view,17301097,2053013553853497655,,,432.42,526973629,87ec8b7e-3ad6-4176-87c4-3765018cd606
2019-10-11 08:44:01 UTC,view,7600471,2053013552821698803,,asus,81.93,524856948,022b98d1-3940-4db0-b1c5-4a463bcc476e
