event_time,event_type,product_id,category_id,category_code,brand,price,user_id,user_session
2019-11-27 17:09:59 UTC,view,5100689,2053013553341792533,electronics.clocks,apple,332.93,513332491,f3fa1306-1105-43fb-a06b-c24ac2097968
2019-11-06 18:23:24 UTC,view,38900065,2085718636156158307,,,63.06,514614931,cc80918e-3864-405e-8f69-eef75c5677c2
2019-10-12 13:15:58 UTC,view,2702277,2053013563911439225,appliances.kitchen.refrigerators,lg,463.31,517543685,17d1b799-a8c5-4f9e-96a1-4a2b6092e7c8
2019-10-13 04:23:26 UTC,view,6000172,2053013560807654091,auto.accessories.alarm,pandora,701.18,513551134,4175d626-5347-42f5-b458-8ba7279606eb
2019-10-24 16:21:13 UTC,view,3700779,2053013565983425517,appliances.environment.vacuum,xiaomi,297.29,563759937,b3c7192f-74c3-4c81-ab47-0e706a668256
2019-11-13 19:00:50 UTC,view,1005103,2053013555631882655,electronics.smartphone,xiaomi,93.95,571150482,4c615aa1-2990-4377-b399-b8d42fafe509
2019-11-27 20:31:08 UTC,view,100002799,2152289064542273825,,resanta,40.39,576093661,ed131612-93d6-4b2f-b382-61cf7ff0eb5f
2019-11-05 14:10:44 UTC,view,58300001,2158174724725670855,,redmond,51.46,512839940,b9f7d482-5f90-4103-83ae-8bc6c91cbca6
2019-10-04 13:26:18 UTC,view,1005115,2053013555631882655,electronics.smartphone,apple,975.56,515895029,746cf64f-9e33-481a-87b5-8031ff557e29
2019-10-19 19:29:44 UTC,view,1480611,2053013561092866779,computers.desktop,lenovo,645.24,516084060,d5de4d33-4e0a-40dc-84ca-f614e7d9e90d
2019-11-06 12:50:49 UTC,view,10201618,2053013553224352013,kids.dolls,barbie,19.69,568182643,22f4d67d-c676-4486-a3e7-a4778ef78134
2019-11-10 07:03:55 UTC,view,17301496,2053013553853497655,,chanel,172.46,515565011,8f23b8d3-b3a6-478c-a839-cea46ecbb06c
2019-10-30 08:32:37 UTC,view,1004247,2053013555631882655,electronics.smartphone,apple,786.11,533822966,58e7a643-1624-47ea-a5ce-0a6af0be205f
2019-11-06 15:13:24 UTC,view,1801931,2053013554415534427,electronics.video.tv,saturn,244.28,533395959,90ae3da8-9d21-4f95-8f6c-9054ab2484d5
2019-11-16 13:05:57 UTC,view,22800045,2053013560463721151,,manfrotto,200.75,514540690,dc1782d0-fa6d-4048-a005-b733fc4ca23d
2019-11-15 19:55:50 UTC,view,5100576,2053013553341792533,electronics.clocks,apple,420.35,543775927,fbc296ab-966d-4afb-abe3-c75b7c2a765f
2019-11-04 17:10:09 UTC,view,7005417,2053013560346280633,kids.carriage,,378.18,531756392,6a7eca76-3a45-423d-8cb0-52d5c10ca6bf
2019-10-15 09:47:03 UTC,view,2601057,2053013563970159485,,,119.94,514937504,f4aaffd2-b720-45eb-aee1-866a7d6f15dc
2019-10-29 13:55:17 UTC,view,5600002,2053013562913194819,,rowenta,54.03,559005024,f3e99146-8f54-4845-ba54-0d5f220a8217
2019-11-17 16:10:56 UTC,view,1004767,2053013555631882655,electronics.smartphone,samsung,259.98,571742268,605e4528-ecae-4f5d-ac95-075fec3eea11
2019-11-06 03:29:55 UTC,view,1004739,2053013555631882655,electronics.smartphone,xiaomi,196.92,512696606,54c9c8c8-6845-4d0b-bc43-bd8e603f9817
2019-10-06 18:23:12 UTC,view,28714191,2053013565127787455,apparel.shoes,greyder,87.52,532740563,5c40d789-54ff-4d74-9cfe-a96af50e37e9
2019-10-09 12:23:05 UTC,view,12703670,2053013553559896355,,goodyear,59.2,538070108,047a6f6c-f0b0-4734-9c55-bf2c7cd9ab81
2019-10-01 08:03:58 UTC,view,18800053,2053013560623104713,auto.accessories.parktronic,cenmax,33.44,516085576,348b7e50-b44c-4a54-9a2c-f2f2a22e97a1
2019-10-13 11:47:56 UTC,view,28718008,2053013565782098913,apparel.shoes,respect,66.41,559779229,4d708adc-7e79-49bd-a7ae-bce7f7cb9880
2019-11-15 15:20:50 UTC,view,1801544,2053013554415534427,electronics.video.tv,lg,643.47,527314531,606292ad-9214-4098-b66e-6015a64df7b3
2019-10-20 05:00:13 UTC,view,1005160,2053013555631882655,electronics.smartphone,xiaomi,224.39,554404284,187698d6-dd7b-468c-9d61-a3a727bdb4f0
2019-10-12 05:37:20 UTC,view,3601177,2053013563810775923,appliances.kitchen.washer,bosch,1132.56,512831313,8f88abff-35d1-478f-8651-9f0f4b295453
2019-11-03 10:55:20 UTC,view,12701400,2053013553559896355,,yokohama,88.81,512857349,ed22083f-1937-432c-97a9-36f14531eea6
2019-10-14 03:58:37 UTC,view,4100129,2053013561218695907,,sony,463.01,559985190,85605e23-00a6-4450-bb04-6e0b676d3774
2019-11-29 13:04:52 UTC,view,2900632,2053013554776244595,appliances.kitchen.microwave,samsung,137.36,570927014,86d639e8-ab4c-42df-807b-c0486bc6c159
2019-11-18 14:48:59 UTC,cart,1004863,2053013555631882655,electronics.smartphone,samsung,168.66,564935301,2f501812-431b-448c-a13c-8d1c730af878
2019-10-06 12:43:58 UTC,view,1004856,2053013555631882655,electronics.smartphone,samsung,131.76,517324058,8f6e0e69-99ad-4a73-9db1-3e9969e421d5
2019-11-20 07:20:26 UTC,view,4803878,2053013554658804075,electronics.audio.headphone,xiaomi,41.16,523372197,2a869ae6-3646-4297-9aeb-a3246dab0db0
2019-11-16 04:43:48 UTC,view,4700658,2053013560899928785,auto.accessories.videoregister,bluesonic,68.21,571062269,7c344612-9149-4704-8dc6-1a4458f5df32
2019-11-19 16:21:26 UTC,view,1005102,2053013555631882655,electronics.smartphone,xiaomi,449.42,571904653,fbf7ac1c-6b63-4aee-adeb-edc7152678ef
2019-11-07 14:19:26 UTC,view,28400732,2053013566209917945,accessories.bag,karya,100.39,512431671,62a36140-2151-4522-b0bc-c2d08fe9b8d0
2019-11-09 04:19:36 UTC,view,26600110,2053013563517174627,,lucente,121.5,557604377,7cfd967c-7ff1-4064-999e-eb7251e06ef5
2019-10-18 18:31:19 UTC,view,1005115,2053013555631882655,electronics.smartphone,apple,1003.6,517956507,77f3a8a1-2750-4d73-a8e2-36c8d416e481
2019-10-30 13:26:33 UTC,purchase,1005066,2053013555631882655,electronics.smartphone,xiaomi,220.83,557293728,ab9aba67-ca0a-49aa-ad7e-05466dbb1303
2019-11-27 19:34:04 UTC,view,1005192,2053013555631882655,electronics.smartphone,meizu,205.67,577838267,0d6e73df-db73-4c22-b06e-c5ed4140e0bd
2019-10-20 05:52:01 UTC,view,26200455,2053013563693335403,,,276.2,540017534,d5ab8099-706d-46df-8f4f-9ab432e6b85d
2019-10-04 12:07:41 UTC,view,3200337,2053013555321504139,appliances.kitchen.meat_grinder,moulinex,104.68,514224342,b155bffb-0146-4560-831e-d63f6256bc85
2019-11-17 17:33:08 UTC,view,1307236,2053013558920217191,computers.notebook,lenovo,351.05,523601069,9625c890-c189-40c3-8d92-e4d61dc4d253
2019-11-16 16:50:22 UTC,cart,1306183,2053013558920217191,computers.notebook,acer,411.83,572285071,729476f9-026f-40ad-88b6-fc2766be106d
2019-11-17 12:09:09 UTC,view,45602532,2135658542781170420,apparel.shoes,kapika,72.05,514622001,2675621f-6dcc-4370-a35f-b4b3a05385bd
2019-10-24 03:04:39 UTC,view,26500315,2053013563550729061,,lucente,161.39,544954937,f8283643-d0e6-4ef0-ab36-35b33d2d2de3
2019-10-15 04:22:50 UTC,view,3600661,2053013563810775923,appliances.kitchen.washer,samsung,296.02,513253488,48309621-a4d2-4976-8410-652268ccfe33
2019-10-22 19:14:15 UTC,view,28719202,2053013565639492569,apparel.shoes,alpina,220.08,562518828,6fbf3692-c601-4269-a54c-a09db3c2666b
2019-11-29 13:04:16 UTC,view,100016682,2053013554415534427,electronics.video.tv,philips,1106.82,571051151,caacec3f-d948-4cfd-b880-838f62c76f5f
2019-11-16 14:48:31 UTC,view,1307240,2053013558920217191,computers.notebook,asus,385.57,534472679,5472169f-aa33-4f40-8a58-9edaa06805f7
2019-11-11 19:06:30 UTC,view,7005237,2053013560346280633,kids.carriage,,102.73,524901600,e0a3d634-c757-45f5-8f33-eff7c5121b75
2019-10-16 09:54:48 UTC,view,3100819,2053013555262783879,appliances.kitchen.blender,polaris,47.59,512414200,2d3b768f-f327-4ae3-805a-0ee0f748db72
2019-10-06 18:02:50 UTC,view,1801805,2053013554415534427,electronics.video.tv,artel,239.67,517418023,b1dcdb58-4eef-4915-8e85-f4c33591b198
2019-11-15 12:04:14 UTC,view,3700562,2053013565983425517,appliances.environment.vacuum,scarlett,84.92,532715363,cdb6255f-9d22-46c6-a963-f26c7fa17962
2019-11-28 17:16:14 UTC,view,1005174,2053013555631882655,electronics.smartphone,samsung,643.23,526644547,7f47e22e-e629-4c6f-b000-3986f39a3662
2019-10-20 19:01:33 UTC,view,12720063,2053013553559896355,,kumho,46.98,513046618,90993188-54e6-4972-be14-5488e8691f08
2019-10-13 04:15:16 UTC,view,11500288,2053013554625249641,,jbl,86.14,518527943,b99dcbe9-6e7d-42c1-9dd4-7f07eed7c683
2019-10-06 03:51:41 UTC,view,1004779,2053013555631882655,electronics.smartphone,xiaomi,144.89,539045068,af760474-0a74-47f2-81b6-3505fe36a12e
2019-11-11 14:53:39 UTC,view,2702414,2053013563911439225,appliances.kitchen.refrigerators,dauscher,372.44,554694418,bbc0dafd-150a-4b47-9a8f-d31055ae7042
2019-10-31 07:14:12 UTC,purchase,29502588,2053013566453186567,,maxler,10.04,513633031,ccf9717e-c2c1-42a2-a034-350fe9a51b89
2019-11-01 08:39:00 UTC,view,1801690,2053013554415534427,electronics.video.tv,samsung,369.45,558434753,0ad44650-5b92-4971-8f33-dbe8c847251f
2019-11-21 02:21:20 UTC,view,28715824,2053013565228450757,apparel.shoes,,70.01,572231778,12f33941-1ef0-4ce2-b9e1-155cb382364d
